Date,Flow,Level
1909-06-15,-151,-151
1909-06-16,-151,-151
1909-06-17,-151,-151
1909-06-18,-151,-151
1909-06-19,-151,-151
1909-06-20,-151,-151
1909-06-21,-151,-151
1909-06-22,-151,-151
1909-06-23,-151,-151
1909-06-24,-151,-151
1909-06-25,-151,-151
1909-06-26,-151,-151
1909-06-27,-151,-151
1909-06-28,-151,-151
1909-06-29,-151,-151
1909-06-30,-151,-151
1909-07-01,-151,-151
1909-07-02,-151,-151
1909-07-03,-151,-151
1909-07-04,-151,-151
1909-07-05,-151,-151
1909-07-06,-151,-151
1909-07-07,-151,-151
1909-07-08,-151,-151
1909-07-09,-151,-151
1909-07-10,-151,-151
1909-07-11,-151,-151
1909-07-12,-151,-151
1909-07-13,-151,-151
1909-07-14,-151,-151
1909-07-15,-151,-151
1909-07-16,-151,-151
1909-07-17,-151,-151
1909-07-18,-151,-151
1909-07-19,-151,-151
1909-07-20,-151,-151
1909-07-21,-151,-151
1909-07-22,-151,-151
1909-07-23,-151,-151
1909-07-24,-151,-151
1909-07-25,-151,-151
1909-07-26,-151,-151
1909-07-27,-151,-151
1909-07-28,-151,-151
1909-07-29,-151,-151
1909-07-30,-151,-151
1909-07-31,-151,-151
1909-08-01,-151,-151
1909-08-02,-151,-151
1909-08-03,-151,-151
1909-08-04,-151,-151
1909-08-05,-151,-151
1909-08-06,-151,-151
1909-08-07,-151,-151
1909-08-08,-151,-151
1909-08-09,-151,-151
1909-08-10,-151,-151
1909-08-11,-151,-151
1909-08-12,-151,-151
1909-08-13,-151,-151
1909-08-14,-151,-151
1909-08-15,-151,-151
1909-08-16,-151,-151
1909-08-17,-151,-151
1909-08-18,-151,-151
1909-08-19,-151,-151
1909-08-20,-151,-151
1909-08-21,-151,-151
1909-08-22,-151,-151
1909-08-23,-151,-151
1909-08-24,-151,-151
1909-08-25,-151,-151
1909-08-26,-151,-151
1909-08-27,-151,-151
1909-08-28,-151,-151
1909-08-29,-151,-151
1909-08-30,-151,-151
1909-08-31,-151,-151
1909-09-01,-151,-151
1909-09-02,-151,-151
1909-09-03,-151,-151
1909-09-04,-151,-151
1909-09-05,-151,-151
1909-09-06,-151,-151
1909-09-07,-151,-151
1909-09-08,-151,-151
1909-09-09,-151,-151
1909-09-10,-151,-151
1909-09-11,-151,-151
1909-09-12,-151,-151
1909-09-13,-151,-151
1909-09-14,-151,-151
1909-09-15,-151,-151
1909-09-16,-151,-151
1909-09-17,-151,-151
1909-09-18,-151,-151
1909-09-19,-151,-151
1909-09-20,-151,-151
1909-09-21,-151,-151
1909-09-22,-151,-151
1909-09-23,-151,-151
1909-09-24,-151,-151
1909-09-25,-151,-151
1909-09-26,-151,-151
1909-09-27,-151,-151
1909-09-28,-151,-151
1909-09-29,-151,-151
1909-09-30,-151,-151
1909-10-01,-151,-151
1909-10-02,-151,-151
1909-10-03,-151,-151
1909-10-04,-151,-151
1909-10-05,-151,-151
1909-10-06,-151,-151
1909-10-07,-151,-151
1909-10-08,-151,-151
1909-10-09,-151,-151
1909-10-10,-151,-151
1909-10-11,-151,-151
1909-10-12,-151,-151
1909-10-13,-151,-151
1909-10-14,-151,-151
1909-10-15,-151,-151
1909-10-16,-151,-151
1909-10-17,-151,-151
1909-10-18,-151,-151
1909-10-19,-151,-151
1909-10-20,-151,-151
1909-10-21,-151,-151
1909-10-22,-151,-151
1909-10-23,-151,-151
1909-10-24,-151,-151
1909-10-25,-151,-151
1909-10-26,-151,-151
1909-10-27,-151,-151
1909-10-28,-151,-151
1909-10-29,-151,-151
1909-10-30,-151,-151
1909-10-31,-151,-151
1909-11-01,-151,-151
1909-11-02,-151,-151
1909-11-03,-151,-151
1909-11-04,-151,-151
1909-11-05,-151,-151
1909-11-06,-151,-151
1909-11-07,-151,-151
1909-11-08,-151,-151
1909-11-09,-151,-151
1909-11-10,-151,-151
1909-11-11,-151,-151
1909-11-12,-151,-151
1909-11-13,-151,-151
1909-11-14,-151,-151
1909-11-15,-151,-151
1909-11-16,-151,-151
1909-11-17,-151,-151
1909-11-18,-151,-151
1909-11-19,-151,-151
1909-11-20,-151,-151
1909-11-21,-151,-151
1909-11-22,-151,-151
1909-11-23,-151,-151
1909-11-24,-151,-151
1909-11-25,-151,-151
1909-11-26,-151,-151
1909-11-27,-151,-151
1909-11-28,-151,-151
1909-11-29,-151,-151
1909-11-30,-151,-151
1909-12-01,-151,-151
1909-12-02,-151,-151
1909-12-03,-151,-151
1909-12-04,-151,-151
1909-12-05,-151,-151
1909-12-06,-151,-151
1909-12-07,-151,-151
1909-12-08,-151,-151
1909-12-09,-151,-151
1909-12-10,-151,-151
1909-12-11,-151,-151
1909-12-12,-151,-151
1909-12-13,-151,-151
1909-12-14,-151,-151
1909-12-15,-151,-151
1909-12-16,-151,-151
1909-12-17,-151,-151
1909-12-18,-151,-151
1909-12-19,-151,-151
1909-12-20,-151,-151
1909-12-21,-151,-151
1909-12-22,-151,-151
1909-12-23,-151,-151
1909-12-24,-151,-151
1909-12-25,-151,-151
1909-12-26,-151,-151
1909-12-27,-151,-151
1909-12-28,-151,-151
1909-12-29,-151,-151
1909-12-30,-151,-151
1909-12-31,-151,-151
1910-01-01,-151,-151
1910-01-02,-151,-151
1910-01-03,-151,-151
1910-01-04,-151,-151
1910-01-05,-151,-151
1910-01-06,-151,-151
1910-01-07,-151,-151
1910-01-08,-151,-151
1910-01-09,-151,-151
1910-01-10,-151,-151
1910-01-11,-151,-151
1910-01-12,-151,-151
1910-01-13,-151,-151
1910-01-14,-151,-151
1910-01-15,-151,-151
1910-01-16,-151,-151
1910-01-17,-151,-151
1910-01-18,-151,-151
1910-01-19,-151,-151
1910-01-20,-151,-151
1910-01-21,-151,-151
1910-01-22,-151,-151
1910-01-23,-151,-151
1910-01-24,-151,-151
1910-01-25,-151,-151
1910-01-26,-151,-151
1910-01-27,-151,-151
1910-01-28,-151,-151
1910-01-29,-151,-151
1910-01-30,-151,-151
1910-01-31,-151,-151
1910-02-01,-151,-151
1910-02-02,-151,-151
1910-02-03,-151,-151
1910-02-04,-151,-151
1910-02-05,-151,-151
1910-02-06,-151,-151
1910-02-07,-151,-151
1910-02-08,-151,-151
1910-02-09,-151,-151
1910-02-10,-151,-151
1910-02-11,-151,-151
1910-02-12,-151,-151
1910-02-13,-151,-151
1910-02-14,-151,-151
1910-02-15,-151,-151
1910-02-16,-151,-151
1910-02-17,-151,-151
1910-02-18,-151,-151
1910-02-19,-151,-151
1910-02-20,-151,-151
1910-02-21,-151,-151
1910-02-22,-151,-151
1910-02-23,-151,-151
1910-02-24,-151,-151
1910-02-25,-151,-151
1910-02-26,-151,-151
1910-02-27,-151,-151
1910-02-28,-151,-151
1910-03-01,-151,-151
1910-03-02,-151,-151
1910-03-03,-151,-151
1910-03-04,-151,-151
1910-03-05,-151,-151
1910-03-06,-151,-151
1910-03-07,-151,-151
1910-03-08,-151,-151
1910-03-09,-151,-151
1910-03-10,-151,-151
1910-03-11,-151,-151
1910-03-12,-151,-151
1910-03-13,-151,-151
1910-03-14,-151,-151
1910-03-15,-151,-151
1910-03-16,-151,-151
1910-03-17,-151,-151
1910-03-18,-151,-151
1910-03-19,-151,-151
1910-03-20,-151,-151
1910-03-21,-151,-151
1910-03-22,-151,-151
1910-03-23,-151,-151
1910-03-24,-151,-151
1910-03-25,-151,-151
1910-03-26,-151,-151
1910-03-27,-151,-151
1910-03-28,-151,-151
1910-03-29,-151,-151
1910-03-30,-151,-151
1910-03-31,-151,-151
1910-04-01,-151,-151
1910-04-02,-151,-151
1910-04-03,-151,-151
1910-04-04,-151,-151
1910-04-05,-151,-151
1910-04-06,-151,-151
1910-04-07,-151,-151
1910-04-08,-151,-151
1910-04-09,-151,-151
1910-04-10,-151,-151
1910-04-11,-151,-151
1910-04-12,-151,-151
1910-04-13,-151,-151
1910-04-14,-151,-151
1910-04-15,-151,-151
1910-04-16,-151,-151
1910-04-17,-151,-151
1910-04-18,-151,-151
1910-04-19,-151,-151
1910-04-20,-151,-151
1910-04-21,-151,-151
1910-04-22,-151,-151
1910-04-23,-151,-151
1910-04-24,-151,-151
1910-04-25,-151,-151
1910-04-26,-151,-151
1910-04-27,-151,-151
1910-04-28,-151,-151
1910-04-29,-151,-151
1910-04-30,-151,-151
1910-05-01,-151,-151
1910-05-02,-151,-151
1910-05-03,-151,-151
1910-05-04,-151,-151
1910-05-05,-151,-151
1910-05-06,-151,-151
1910-05-07,-151,-151
1910-05-08,-151,-151
1910-05-09,-151,-151
1910-05-10,-151,-151
1910-05-11,-151,-151
1910-05-12,-151,-151
1910-05-13,-151,-151
1910-05-14,-151,-151
1910-05-15,-151,-151
1910-05-16,-151,-151
1910-05-17,-151,-151
1910-05-18,-151,-151
1910-05-19,-151,-151
1910-05-20,-151,-151
1910-05-21,-151,-151
1910-05-22,-151,-151
1910-05-23,-151,-151
1910-05-24,-151,-151
1910-05-25,-151,-151
1910-05-26,-151,-151
1910-05-27,-151,-151
1910-05-28,-151,-151
1910-05-29,-151,-151
1910-05-30,-151,-151
1910-05-31,-151,-151
1910-06-01,-151,-151
1910-06-02,-151,-151
1910-06-03,-151,-151
1910-06-04,-151,-151
1910-06-05,-151,-151
1910-06-06,-151,-151
1910-06-07,-151,-151
1910-06-08,-151,-151
1910-06-09,-151,-151
1910-06-10,-151,-151
1910-06-11,-151,-151
1910-06-12,-151,-151
1910-06-13,-151,-151
1910-06-14,-151,-151
1910-06-15,-151,-151
1910-06-16,-151,-151
1910-06-17,-151,-151
1910-06-18,-151,-151
1910-06-19,-151,-151
1910-06-20,-151,-151
1910-06-21,-151,-151
1910-06-22,-151,-151
1910-06-23,-151,-151
1910-06-24,-151,-151
1910-06-25,-151,-151
1910-06-26,-151,-151
1910-06-27,-151,-151
1910-06-28,-151,-151
1910-06-29,-151,-151
1910-06-30,-151,-151
1910-07-01,-151,-151
1910-07-02,-151,-151
1910-07-03,-151,-151
1910-07-04,-151,-151
1910-07-05,-151,-151
1910-07-06,-151,-151
1910-07-07,-151,-151
1910-07-08,-151,-151
1910-07-09,-151,-151
1910-07-10,-151,-151
1910-07-11,-151,-151
1910-07-12,-151,-151
1910-07-13,-151,-151
1910-07-14,-151,-151
1910-07-15,-151,-151
1910-07-16,-151,-151
1910-07-17,-151,-151
1910-07-18,-151,-151
1910-07-19,-151,-151
1910-07-20,-151,-151
1910-07-21,-151,-151
1910-07-22,-151,-151
1910-07-23,-151,-151
1910-07-24,-151,-151
1910-07-25,-151,-151
1910-07-26,-151,-151
1910-07-27,-151,-151
1910-07-28,-151,-151
1910-07-29,-151,-151
1910-07-30,-151,-151
1910-07-31,-151,-151
1910-08-01,-151,-151
1910-08-02,-151,-151
1910-08-03,-151,-151
1910-08-04,-151,-151
1910-08-05,-151,-151
1910-08-06,-151,-151
1910-08-07,-151,-151
1910-08-08,-151,-151
1910-08-09,-151,-151
1910-08-10,-151,-151
1910-08-11,-151,-151
1910-08-12,-151,-151
1910-08-13,-151,-151
1910-08-14,-151,-151
1910-08-15,-151,-151
1910-08-16,-151,-151
1910-08-17,-151,-151
1910-08-18,-151,-151
1910-08-19,-151,-151
1910-08-20,-151,-151
1910-08-21,-151,-151
1910-08-22,-151,-151
1910-08-23,-151,-151
1910-08-24,-151,-151
1910-08-25,-151,-151
1910-08-26,-151,-151
1910-08-27,-151,-151
1910-08-28,-151,-151
1910-08-29,-151,-151
1910-08-30,-151,-151
1910-08-31,-151,-151
1910-09-01,-151,-151
1910-09-02,-151,-151
1910-09-03,-151,-151
1910-09-04,-151,-151
1910-09-05,-151,-151
1910-09-06,-151,-151
1910-09-07,-151,-151
1910-09-08,-151,-151
1910-09-09,-151,-151
1910-09-10,-151,-151
1910-09-11,-151,-151
1910-09-12,-151,-151
1910-09-13,-151,-151
1910-09-14,-151,-151
1910-09-15,-151,-151
1910-09-16,-151,-151
1910-09-17,-151,-151
1910-09-18,-151,-151
1910-09-19,-151,-151
1910-09-20,-151,-151
1910-09-21,-151,-151
1910-09-22,-151,-151
1910-09-23,-151,-151
1910-09-24,-151,-151
1910-09-25,-151,-151
1910-09-26,-151,-151
1910-09-27,-151,-151
1910-09-28,-151,-151
1910-09-29,-151,-151
1910-09-30,-151,-151
1910-10-01,-151,-151
1910-10-02,-151,-151
1910-10-03,-151,-151
1910-10-04,-151,-151
1910-10-05,-151,-151
1910-10-06,-151,-151
1910-10-07,-151,-151
1910-10-08,-151,-151
1910-10-09,-151,-151
1910-10-10,-151,-151
1910-10-11,-151,-151
1910-10-12,-151,-151
1910-10-13,-151,-151
1910-10-14,-151,-151
1910-10-15,-151,-151
1910-10-16,-151,-151
1910-10-17,-151,-151
1910-10-18,-151,-151
1910-10-19,-151,-151
1910-10-20,-151,-151
1910-10-21,-151,-151
1910-10-22,-151,-151
1910-10-23,-151,-151
1910-10-24,-151,-151
1910-10-25,-151,-151
1910-10-26,-151,-151
1910-10-27,-151,-151
1910-10-28,-151,-151
1910-10-29,-151,-151
1910-10-30,-151,-151
1910-10-31,-151,-151
1910-11-01,-151,-151
1910-11-02,-151,-151
1910-11-03,-151,-151
1910-11-04,-151,-151
1910-11-05,-151,-151
1910-11-06,-151,-151
1910-11-07,-151,-151
1910-11-08,-151,-151
1910-11-09,-151,-151
1910-11-10,-151,-151
1910-11-11,-151,-151
1910-11-12,-151,-151
1910-11-13,-151,-151
1910-11-14,-151,-151
1910-11-15,-151,-151
1910-11-16,-151,-151
1910-11-17,-151,-151
1910-11-18,-151,-151
1910-11-19,-151,-151
1910-11-20,-151,-151
1910-11-21,-151,-151
1910-11-22,-151,-151
1910-11-23,-151,-151
1910-11-24,-151,-151
1910-11-25,-151,-151
1910-11-26,-151,-151
1910-11-27,-151,-151
1910-11-28,-151,-151
1910-11-29,-151,-151
1910-11-30,-151,-151
1910-12-01,-151,-151
1910-12-02,-151,-151
1910-12-03,-151,-151
1910-12-04,-151,-151
1910-12-05,-151,-151
1910-12-06,-151,-151
1910-12-07,-151,-151
1910-12-08,-151,-151
1910-12-09,-151,-151
1910-12-10,-151,-151
1910-12-11,-151,-151
1910-12-12,-151,-151
1910-12-13,-151,-151
1910-12-14,-151,-151
1910-12-15,-151,-151
1910-12-16,-151,-151
1910-12-17,-151,-151
1910-12-18,-151,-151
1910-12-19,-151,-151
1910-12-20,-151,-151
1910-12-21,-151,-151
1910-12-22,-151,-151
1910-12-23,-151,-151
1910-12-24,-151,-151
1910-12-25,-151,-151
1910-12-26,-151,-151
1910-12-27,-151,-151
1910-12-28,-151,-151
1910-12-29,-151,-151
1910-12-30,-151,-151
1910-12-31,-151,-151
1911-01-01,-151,-151
1911-01-02,-151,-151
1911-01-03,-151,-151
1911-01-04,-151,-151
1911-01-05,-151,-151
1911-01-06,-151,-151
1911-01-07,-151,-151
1911-01-08,-151,-151
1911-01-09,-151,-151
1911-01-10,-151,-151
1911-01-11,-151,-151
1911-01-12,-151,-151
1911-01-13,-151,-151
1911-01-14,-151,-151
1911-01-15,-151,-151
1911-01-16,-151,-151
1911-01-17,-151,-151
1911-01-18,-151,-151
1911-01-19,-151,-151
1911-01-20,-151,-151
1911-01-21,-151,-151
1911-01-22,-151,-151
1911-01-23,-151,-151
1911-01-24,-151,-151
1911-01-25,-151,-151
1911-01-26,-151,-151
1911-01-27,-151,-151
1911-01-28,-151,-151
1911-01-29,-151,-151
1911-01-30,-151,-151
1911-01-31,-151,-151
1911-02-01,-151,-151
1911-02-02,-151,-151
1911-02-03,-151,-151
1911-02-04,-151,-151
1911-02-05,-151,-151
1911-02-06,-151,-151
1911-02-07,-151,-151
1911-02-08,-151,-151
1911-02-09,-151,-151
1911-02-10,-151,-151
1911-02-11,-151,-151
1911-02-12,-151,-151
1911-02-13,-151,-151
1911-02-14,-151,-151
1911-02-15,-151,-151
1911-02-16,-151,-151
1911-02-17,-151,-151
1911-02-18,-151,-151
1911-02-19,-151,-151
1911-02-20,-151,-151
1911-02-21,-151,-151
1911-02-22,-151,-151
1911-02-23,-151,-151
1911-02-24,-151,-151
1911-02-25,-151,-151
1911-02-26,-151,-151
1911-02-27,-151,-151
1911-02-28,-151,-151
1911-03-01,-151,-151
1911-03-02,-151,-151
1911-03-03,-151,-151
1911-03-04,-151,-151
1911-03-05,-151,-151
1911-03-06,-151,-151
1911-03-07,-151,-151
1911-03-08,-151,-151
1911-03-09,-151,-151
1911-03-10,-151,-151
1911-03-11,-151,-151
1911-03-12,-151,-151
1911-03-13,-151,-151
1911-03-14,-151,-151
1911-03-15,-151,-151
1911-03-16,-151,-151
1911-03-17,-151,-151
1911-03-18,-151,-151
1911-03-19,-151,-151
1911-03-20,-151,-151
1911-03-21,-151,-151
1911-03-22,-151,-151
1911-03-23,-151,-151
1911-03-24,-151,-151
1911-03-25,-151,-151
1911-03-26,-151,-151
1911-03-27,-151,-151
1911-03-28,-151,-151
1911-03-29,-151,-151
1911-03-30,-151,-151
1911-03-31,-151,-151
1911-04-01,-151,-151
1911-04-02,-151,-151
1911-04-03,-151,-151
1911-04-04,-151,-151
1911-04-05,-151,-151
1911-04-06,-151,-151
1911-04-07,-151,-151
1911-04-08,-151,-151
1911-04-09,-151,-151
1911-04-10,-151,-151
1911-04-11,-151,-151
1911-04-12,-151,-151
1911-04-13,-151,-151
1911-04-14,-151,-151
1911-04-15,-151,-151
1911-04-16,-151,-151
1911-04-17,-151,-151
1911-04-18,-151,-151
1911-04-19,-151,-151
1911-04-20,-151,-151
1911-04-21,-151,-151
1911-04-22,-151,-151
1911-04-23,-151,-151
1911-04-24,-151,-151
1911-04-25,-151,-151
1911-04-26,-151,-151
1911-04-27,-151,-151
1911-04-28,-151,-151
1911-04-29,-151,-151
1911-04-30,-151,-151
1911-05-01,-151,-151
1911-05-02,-151,-151
1911-05-03,-151,-151
1911-05-04,-151,-151
1911-05-05,-151,-151
1911-05-06,-151,-151
1911-05-07,-151,-151
1911-05-08,-151,-151
1911-05-09,-151,-151
1911-05-10,-151,-151
1911-05-11,-151,-151
1911-05-12,-151,-151
1911-05-13,-151,-151
1911-05-14,-151,-151
1911-05-15,-151,-151
1911-05-16,-151,-151
1911-05-17,-151,-151
1911-05-18,-151,-151
1911-05-19,-151,-151
1911-05-20,-151,-151
1911-05-21,-151,-151
1911-05-22,-151,-151
1911-05-23,-151,-151
1911-05-24,-151,-151
1911-05-25,-151,-151
1911-05-26,-151,-151
1911-05-27,-151,-151
1911-05-28,-151,-151
1911-05-29,-151,-151
1911-05-30,-151,-151
1911-05-31,-151,-151
1911-06-01,-151,-151
1911-06-02,-151,-151
1911-06-03,-151,-151
1911-06-04,-151,-151
1911-06-05,-151,-151
1911-06-06,-151,-151
1911-06-07,-151,-151
1911-06-08,-151,-151
1911-06-09,-151,-151
1911-06-10,-151,-151
1911-06-11,-151,-151
1911-06-12,-151,-151
1911-06-13,-151,-151
1911-06-14,-151,-151
1911-06-15,-151,-151
1911-06-16,-151,-151
1911-06-17,-151,-151
1911-06-18,-151,-151
1911-06-19,-151,-151
1911-06-20,-151,-151
1911-06-21,-151,-151
1911-06-22,-151,-151
1911-06-23,-151,-151
1911-06-24,-151,-151
1911-06-25,-151,-151
1911-06-26,-151,-151
1911-06-27,-151,-151
1911-06-28,-151,-151
1911-06-29,-151,-151
1911-06-30,-151,-151
1911-07-01,-151,-151
1911-07-02,-151,-151
1911-07-03,-151,-151
1911-07-04,-151,-151
1911-07-05,-151,-151
1911-07-06,-151,-151
1911-07-07,-151,-151
1911-07-08,-151,-151
1911-07-09,-151,-151
1911-07-10,-151,-151
1911-07-11,-151,-151
1911-07-12,-151,-151
1911-07-13,-151,-151
1911-07-14,-151,-151
1911-07-15,-151,-151
1911-07-16,-151,-151
1911-07-17,-151,-151
1911-07-18,-151,-151
1911-07-19,-151,-151
1911-07-20,-151,-151
1911-07-21,-151,-151
1911-07-22,-151,-151
1911-07-23,-151,-151
1911-07-24,-151,-151
1911-07-25,-151,-151
1911-07-26,-151,-151
1911-07-27,-151,-151
1911-07-28,-151,-151
1911-07-29,-151,-151
1911-07-30,-151,-151
1911-07-31,-151,-151
1911-08-01,-151,-151
1911-08-02,-151,-151
1911-08-03,-151,-151
1911-08-04,-151,-151
1911-08-05,-151,-151
1911-08-06,-151,-151
1911-08-07,-151,-151
1911-08-08,-151,-151
1911-08-09,-151,-151
1911-08-10,-151,-151
1911-08-11,-151,-151
1911-08-12,-151,-151
1911-08-13,-151,-151
1911-08-14,-151,-151
1911-08-15,-151,-151
1911-08-16,-151,-151
1911-08-17,-151,-151
1911-08-18,-151,-151
1911-08-19,-151,-151
1911-08-20,-151,-151
1911-08-21,-151,-151
1911-08-22,-151,-151
1911-08-23,-151,-151
1911-08-24,-151,-151
1911-08-25,-151,-151
1911-08-26,-151,-151
1911-08-27,-151,-151
1911-08-28,-151,-151
1911-08-29,-151,-151
1911-08-30,-151,-151
1911-08-31,-151,-151
1911-09-01,-151,-151
1911-09-02,-151,-151
1911-09-03,-151,-151
1911-09-04,-151,-151
1911-09-05,-151,-151
1911-09-06,-151,-151
1911-09-07,-151,-151
1911-09-08,-151,-151
1911-09-09,-151,-151
1911-09-10,-151,-151
1911-09-11,-151,-151
1911-09-12,-151,-151
1911-09-13,-151,-151
1911-09-14,-151,-151
1911-09-15,-151,-151
1911-09-16,-151,-151
1911-09-17,-151,-151
1911-09-18,-151,-151
1911-09-19,-151,-151
1911-09-20,-151,-151
1911-09-21,-151,-151
1911-09-22,-151,-151
1911-09-23,-151,-151
1911-09-24,-151,-151
1911-09-25,-151,-151
1911-09-26,-151,-151
1911-09-27,-151,-151
1911-09-28,-151,-151
1911-09-29,-151,-151
1911-09-30,-151,-151
1911-10-01,-151,-151
1911-10-02,-151,-151
1911-10-03,-151,-151
1911-10-04,-151,-151
1911-10-05,-151,-151
1911-10-06,-151,-151
1911-10-07,-151,-151
1911-10-08,-151,-151
1911-10-09,-151,-151
1911-10-10,-151,-151
1911-10-11,-151,-151
1911-10-12,-151,-151
1911-10-13,-151,-151
1911-10-14,-151,-151
1911-10-15,-151,-151
1911-10-16,-151,-151
1911-10-17,-151,-151
1911-10-18,-151,-151
1911-10-19,-151,-151
1911-10-20,-151,-151
1911-10-21,-151,-151
1911-10-22,-151,-151
1911-10-23,-151,-151
1911-10-24,-151,-151
1911-10-25,-151,-151
1911-10-26,-151,-151
1911-10-27,-151,-151
1911-10-28,-151,-151
1911-10-29,-151,-151
1911-10-30,-151,-151
1911-10-31,-151,-151
1911-11-01,-151,-151
1911-11-02,-151,-151
1911-11-03,-151,-151
1911-11-04,-151,-151
1911-11-05,-151,-151
1911-11-06,-151,-151
1911-11-07,-151,-151
1911-11-08,-151,-151
1911-11-09,-151,-151
1911-11-10,-151,-151
1911-11-11,-151,-151
1911-11-12,-151,-151
1911-11-13,-151,-151
1911-11-14,-151,-151
1911-11-15,-151,-151
1911-11-16,-151,-151
1911-11-17,-151,-151
1911-11-18,-151,-151
1911-11-19,-151,-151
1911-11-20,-151,-151
1911-11-21,-151,-151
1911-11-22,-151,-151
1911-11-23,-151,-151
1911-11-24,-151,-151
1911-11-25,-151,-151
1911-11-26,-151,-151
1911-11-27,-151,-151
1911-11-28,-151,-151
1911-11-29,-151,-151
1911-11-30,-151,-151
1911-12-01,-151,-151
1911-12-02,-151,-151
1911-12-03,-151,-151
1911-12-04,-151,-151
1911-12-05,-151,-151
1911-12-06,-151,-151
1911-12-07,-151,-151
1911-12-08,-151,-151
1911-12-09,-151,-151
1911-12-10,-151,-151
1911-12-11,-151,-151
1911-12-12,-151,-151
1911-12-13,-151,-151
1911-12-14,-151,-151
1911-12-15,-151,-151
1911-12-16,-151,-151
1911-12-17,-151,-151
1911-12-18,-151,-151
1911-12-19,-151,-151
1911-12-20,-151,-151
1911-12-21,-151,-151
1911-12-22,-151,-151
1911-12-23,-151,-151
1911-12-24,-151,-151
1911-12-25,-151,-151
1911-12-26,-151,-151
1911-12-27,-151,-151
1911-12-28,-151,-151
1911-12-29,-151,-151
1911-12-30,-151,-151
1911-12-31,-151,-151
1912-01-01,-151,-151
1912-01-02,-151,-151
1912-01-03,-151,-151
1912-01-04,-151,-151
1912-01-05,-151,-151
1912-01-06,-151,-151
1912-01-07,-151,-151
1912-01-08,-151,-151
1912-01-09,-151,-151
1912-01-10,-151,-151
1912-01-11,-151,-151
1912-01-12,-151,-151
1912-01-13,-151,-151
1912-01-14,-151,-151
1912-01-15,-151,-151
1912-01-16,-151,-151
1912-01-17,-151,-151
1912-01-18,-151,-151
1912-01-19,-151,-151
1912-01-20,-151,-151
1912-01-21,-151,-151
1912-01-22,-151,-151
1912-01-23,-151,-151
1912-01-24,-151,-151
1912-01-25,-151,-151
1912-01-26,-151,-151
1912-01-27,-151,-151
1912-01-28,-151,-151
1912-01-29,-151,-151
1912-01-30,-151,-151
1912-01-31,-151,-151
1912-02-01,-151,-151
1912-02-02,-151,-151
1912-02-03,-151,-151
1912-02-04,-151,-151
1912-02-05,-151,-151
1912-02-06,-151,-151
1912-02-07,-151,-151
1912-02-08,-151,-151
1912-02-09,-151,-151
1912-02-10,-151,-151
1912-02-11,-151,-151
1912-02-12,-151,-151
1912-02-13,-151,-151
1912-02-14,-151,-151
1912-02-15,-151,-151
1912-02-16,-151,-151
1912-02-17,-151,-151
1912-02-18,-151,-151
1912-02-19,-151,-151
1912-02-20,-151,-151
1912-02-21,-151,-151
1912-02-22,-151,-151
1912-02-23,-151,-151
1912-02-24,-151,-151
1912-02-25,-151,-151
1912-02-26,-151,-151
1912-02-27,-151,-151
1912-02-28,-151,-151
1912-02-29,-151,-151
1912-03-01,-151,-151
1912-03-02,-151,-151
1912-03-03,-151,-151
1912-03-04,-151,-151
1912-03-05,-151,-151
1912-03-06,-151,-151
1912-03-07,-151,-151
1912-03-08,-151,-151
1912-03-09,-151,-151
1912-03-10,-151,-151
1912-03-11,-151,-151
1912-03-12,-151,-151
1912-03-13,-151,-151
1912-03-14,-151,-151
1912-03-15,-151,-151
1912-03-16,-151,-151
1912-03-17,-151,-151
1912-03-18,-151,-151
1912-03-19,-151,-151
1912-03-20,-151,-151
1912-03-21,-151,-151
1912-03-22,-151,-151
1912-03-23,-151,-151
1912-03-24,-151,-151
1912-03-25,-151,-151
1912-03-26,-151,-151
1912-03-27,-151,-151
1912-03-28,-151,-151
1912-03-29,-151,-151
1912-03-30,-151,-151
1912-03-31,-151,-151
1912-04-01,-151,-151
1912-04-02,-151,-151
1912-04-03,-151,-151
1912-04-04,-151,-151
1912-04-05,-151,-151
1912-04-06,-151,-151
1912-04-07,-151,-151
1912-04-08,-151,-151
1912-04-09,-151,-151
1912-04-10,-151,-151
1912-04-11,-151,-151
1912-04-12,-151,-151
1912-04-13,-151,-151
1912-04-14,-151,-151
1912-04-15,-151,-151
1912-04-16,-151,-151
1912-04-17,-151,-151
1912-04-18,-151,-151
1912-04-19,-151,-151
1912-04-20,-151,-151
1912-04-21,-151,-151
1912-04-22,-151,-151
1912-04-23,-151,-151
1912-04-24,-151,-151
1912-04-25,-151,-151
1912-04-26,-151,-151
1912-04-27,-151,-151
1912-04-28,-151,-151
1912-04-29,-151,-151
1912-04-30,-151,-151
1912-05-01,-151,-151
1912-05-02,-151,-151
1912-05-03,-151,-151
1912-05-04,-151,-151
1912-05-05,-151,-151
1912-05-06,-151,-151
1912-05-07,-151,-151
1912-05-08,-151,-151
1912-05-09,-151,-151
1912-05-10,-151,-151
1912-05-11,-151,-151
1912-05-12,-151,-151
1912-05-13,-151,-151
1912-05-14,-151,-151
1912-05-15,-151,-151
1912-05-16,-151,-151
1912-05-17,-151,-151
1912-05-18,-151,-151
1912-05-19,-151,-151
1912-05-20,-151,-151
1912-05-21,-151,-151
1912-05-22,-151,-151
1912-05-23,-151,-151
1912-05-24,-151,-151
1912-05-25,-151,-151
